ImageId,ClassId,ClassCount,ClassIds
bdce84e23_1,0,0,[]
5562229c3_4,0,0,[]
0002cc93b_5,0,0,[]
1a3cb1bfc_5,0,0,[]
27fb17019_4,0,0,[]
c992477d4_5,0,0,[]
8ff35e571_5,0,0,[]
6a6c25bd1_4,0,0,[]
3fcd061fc_3,0,0,[]
c4d13072d_5,0,0,[]
192531334_1,0,0,[]
b23e854e8_2,0,0,[]
432f8ce39_2,0,0,[]
25337cb38_1,0,0,[]
ae9976755_1,0,0,[]
84df99a15_2,0,0,[]
a94abfda7_5,0,0,[]
0ce5ead68_1,0,0,[]
008621629_2,0,0,[]
c2ad68694_2,0,0,[]
534fa3ac4_4,0,0,[]
7a16f3a50_3,0,0,[]
1c029a278_1,0,0,[]
077f0256d_4,0,0,[]
27e291687_1,0,0,[]
f8507e526_3,0,0,[]
ea476b31f_5,0,0,[]
73d04325d_3,0,0,[]
42695cb60_3,0,0,[]
1deada184_5,0,0,[]
fdab86eb7_1,0,0,[]
225ef7f0d_3,0,0,[]
c67e243c8_2,0,0,[]
4b628b398_4,0,0,[]
29f80893c_3,0,0,[]
c1a90e9c8_1,0,0,[]
e013286ef_5,0,0,[]
f6749d6fe_3,0,0,[]
1d00226a0_4,0,0,[]
37acd89d2_2,0,0,[]
1501f53a2_1,0,0,[]
bc9e35c07_2,0,0,[]
329de935b_1,0,0,[]
91f059953_4,0,0,[]
87edd91dc_1,0,0,[]
6defb795f_5,0,0,[]
f348bf060_1,0,0,[]
6a9ff4b0c_5,0,0,[]
cb0ac6c6f_2,0,0,[]
f195eeda7_4,0,0,[]
b63488e9d_3,0,0,[]
4b902c994_5,0,0,[]
41ec6505f_1,0,0,[]
ab3fed191_4,0,0,[]
77e68176f_5,0,0,[]
749407e33_3,0,0,[]
cd634f053_2,0,0,[]
429951ca7_4,0,0,[]
a9e2530ed_2,0,0,[]
0fb56c62d_2,0,0,[]
9a75974ba_5,0,0,[]
c448a41ee_3,0,0,[]
a9eed3b01_2,0,0,[]
1d5ad5541_3,0,0,[]
782cfb1c5_5,0,0,[]
50ff24e6e_3,0,0,[]
a22639daa_4,0,0,[]
dc702eb04_1,0,0,[]
19b4b7cd8_4,0,0,[]
af33842ad_1,0,0,[]
fb352c185_4,0,0,[]
862bcc9c0_5,0,0,[]
3b2b910c7_3,0,0,[]
05f5e7366_2,0,0,[]
21f89256c_5,0,0,[]
7d9d768e0_4,0,0,[]
7b857d874_4,0,0,[]
99923d074_2,0,0,[]
1013a0b6e_1,0,0,[]
e2d7cf5a9_3,0,0,[]
af67d55bd_2,0,0,[]
c5e2b8fff_3,0,0,[]
7a16f3a50_2,0,0,[]
333832839_2,0,0,[]
d4e26768d_3,0,0,[]
be1e3408f_5,0,0,[]
1b88aba1a_4,0,0,[]
036c4e5d2_3,0,0,[]
373c6898f_2,0,0,[]
4c101a491_4,0,0,[]
fb2d75aea_5,0,0,[]
72b465391_1,0,0,[]
e3988634c_5,0,0,[]
5bec4663f_5,0,0,[]
ba4ac3636_2,0,0,[]
f508bc529_4,0,0,[]
192e256ba_5,0,0,[]
faab4b759_5,0,0,[]
9341d848d_2,0,0,[]
f848466cb_3,0,0,[]
41e79c2f4_2,0,0,[]
f46d86fbe_4,0,0,[]
a27bd6af7_4,0,0,[]
9163ec76b_3,0,0,[]
2e3b354cd_5,0,0,[]
7f281a162_4,0,0,[]
bbc220ad9_3,0,0,[]
47dc31ace_5,0,0,[]
53f2e3c44_3,0,0,[]
342a65f7b_1,0,0,[]
c12bbdec9_1,0,0,[]
2fe09e89a_2,0,0,[]
fb2d75aea_2,0,0,[]
9e009a678_1,0,0,[]
2969217e8_3,0,0,[]
fe8e137c0_3,0,0,[]
02431211b_2,0,0,[]
e6c32de72_1,0,0,[]
59bc9997f_1,0,0,[]
7dcd46899_2,0,0,[]
353e60eef_2,0,0,[]
f3b180e26_3,0,0,[]
8d84eea51_3,0,0,[]
3a4f825e7_2,0,0,[]
76c20b5af_4,0,0,[]
865b83c3f_3,0,0,[]
1f3c86c6f_1,0,0,[]
8beef62a7_5,0,0,[]
d51ea5c21_3,0,0,[]
c8de313f6_4,0,0,[]
39b6f2376_5,0,0,[]
1e4cf3b70_1,0,0,[]
5d3cbe1fe_3,0,0,[]
31acd60ad_5,0,0,[]
d246ea324_3,0,0,[]
baca6503a_3,0,0,[]
56774fb7f_2,0,0,[]
35248a277_3,0,0,[]
2f6b7235e_1,0,0,[]
5feafe9c5_3,0,0,[]
0cb590f8e_1,0,0,[]
06e55cb16_2,0,0,[]
7f67ad59d_5,0,0,[]
547c5635f_4,0,0,[]
16aabaf79_3,0,0,[]
5d853e095_4,0,0,[]
6e99aef86_5,0,0,[]
fc8cb11db_5,0,0,[]
5574a47da_1,0,0,[]
4014d6f31_4,0,0,[]
cd59b3ff5_2,0,0,[]
51ee8ec48_2,0,0,[]
3979d10ac_2,0,0,[]
ae41ecb3f_2,0,0,[]
b24d691a6_2,0,0,[]
ad6aed3f4_3,0,0,[]
975f12b62_1,0,0,[]
016af13d0_5,0,0,[]
0712fbd90_3,0,0,[]
f0074b888_3,0,0,[]
e6ac69712_1,0,0,[]
b1623b91f_5,0,0,[]
8ce8ed455_1,0,0,[]
e745c7388_5,0,0,[]
b612e5812_4,0,0,[]
e479a2e88_4,0,0,[]
ff44fa556_2,0,0,[]
87e27ae0a_1,0,0,[]
43c6a30fa_4,0,0,[]
c686055be_5,0,0,[]
1561eb657_4,0,0,[]
653655d53_1,0,0,[]
f186527ee_2,0,0,[]
174af9fd6_2,0,0,[]
e13c443d5_4,0,0,[]
8ed6b8054_3,0,0,[]
7b0a87344_2,0,0,[]
20905c068_3,0,0,[]
f2f5ab55c_2,0,0,[]
45a59cfec_4,0,0,[]
33d4fefac_1,0,0,[]
33d4fefac_2,0,0,[]
d0d818b7d_4,0,0,[]
c0e34b64b_4,0,0,[]
01ebe0d32_5,0,0,[]
9f179959b_3,0,0,[]
ea69073bd_2,0,0,[]
fd2a53b9a_5,0,0,[]
fc477f3c8_2,0,0,[]
fd6208bbc_2,0,0,[]
b8ba151b1_5,0,0,[]
f0dc068a8_4,0,0,[]
0ac9936af_2,0,0,[]
cb7a45fa6_1,0,0,[]
627b98bc7_2,0,0,[]
4aca6c4a7_1,0,0,[]
21bf9d854_3,0,0,[]
24066d57e_4,0,0,[]
5b8ad534d_2,0,0,[]
ead253ed7_3,0,0,[]
6218cd94a_1,0,0,[]
5ad48b934_1,0,0,[]
470a96423_3,0,0,[]
d3369b607_1,0,0,[]
7626234a2_5,0,0,[]
b41747a10_5,0,0,[]
bbc220ad9_5,0,0,[]
29ae2bdc9_2,0,0,[]
bea606041_4,0,0,[]
3a0e5cad8_2,0,0,[]
fb9bed1bb_3,0,0,[]
4fcacdb3a_4,0,0,[]
0f7b0f4ab_1,0,0,[]
04fa19d59_4,0,0,[]
1ea40df0e_1,0,0,[]
9efbf2ac6_5,0,0,[]
e2d02393b_3,0,0,[]
dafaf1165_1,0,0,[]
a27bd6af7_2,0,0,[]
3df2a0383_4,0,0,[]
71f154968_5,0,0,[]
6f5299561_1,0,0,[]
5aff55ed5_1,0,0,[]
398bf3c20_5,0,0,[]
3bd0fd84d_3,0,0,[]
6e30e4696_2,0,0,[]
ddca3e643_5,0,0,[]
66e89afaa_2,0,0,[]
d1202c95e_1,0,0,[]
83476e834_3,0,0,[]
aea51e93f_5,0,0,[]
24e125a16_1,0,0,[]
6b53b62be_5,0,0,[]
a5d571de0_4,0,0,[]
b57c00a3f_5,0,0,[]
d30ad2e83_3,0,0,[]
a3714aefc_4,0,0,[]
74472e481_3,0,0,[]
86654180d_2,0,0,[]
94c746443_3,0,0,[]
d10c885f3_2,0,0,[]
026183d85_4,0,0,[]
602bfaba5_5,0,0,[]
b8ba151b1_3,0,0,[]
403a0cb2e_3,0,0,[]
35a8b85a8_3,0,0,[]
27f99b836_3,0,0,[]
6ce9bf7f7_1,0,0,[]
f3a9b7ad1_4,0,0,[]
5a3e79676_1,0,0,[]
736c09835_4,0,0,[]
968701cce_4,0,0,[]
65f1d83fb_1,0,0,[]
ae2c96c4e_1,0,0,[]
3cafcfd96_3,0,0,[]
13c9921d2_4,0,0,[]
756390c3a_5,0,0,[]
2debaa43a_3,0,0,[]
7620c36fb_5,0,0,[]
17fa32126_1,0,0,[]
ff933e271_1,0,0,[]
3d25c4bad_1,0,0,[]
45e10836b_2,0,0,[]
78adb31b9_2,0,0,[]
01cf446d4_4,0,0,[]
737ae5c95_5,0,0,[]
4efe827ed_3,0,0,[]
0f9f79a88_4,0,0,[]
ffc9fdf70_1,0,0,[]
da0262fcf_1,0,0,[]
78b5bc846_5,0,0,[]
000a4bcdd_3,0,0,[]
cb37fc190_5,0,0,[]
b7b6fd4ed_1,0,0,[]
e0fc2a4c2_5,0,0,[]
67a5a06f1_1,0,0,[]
32ed255a4_5,0,0,[]
d72037f3c_3,0,0,[]
16d0b11ff_4,0,0,[]
37bc122bd_1,0,0,[]
b0636a5e2_2,0,0,[]
7e9c7f52d_5,0,0,[]
9ddbb8f42_1,0,0,[]
b537ab3ce_4,0,0,[]
f72bc3a1a_4,0,0,[]
1dc0e1d12_3,0,0,[]
1a70268d4_4,0,0,[]
eb18f69ed_1,0,0,[]
fbf282a60_1,0,0,[]
97419c683_4,0,0,[]
4f002a224_4,0,0,[]
cd940e191_2,0,0,[]
6078cc0b1_5,0,0,[]
d5bdfa378_1,0,0,[]
57c752901_4,0,0,[]
b00741c0a_4,0,0,[]
9e4147d6b_5,0,0,[]
9c4c38dab_1,0,0,[]
700209a95_5,0,0,[]
42af54b00_1,0,0,[]
aeda5b216_5,0,0,[]
1473a83e2_2,0,0,[]
9426ce32a_4,0,0,[]
a826d9481_5,0,0,[]
d31e0200c_2,0,0,[]
3c4f32f77_1,0,0,[]
6b92f5221_2,0,0,[]
274b1d54b_3,0,0,[]
7da7fdfca_5,0,0,[]
80f7d7679_2,0,0,[]
3b936b2b9_1,0,0,[]
1bed9264f_1,0,0,[]
f37003c14_5,0,0,[]
5d1d529b0_3,0,0,[]
a9c5e9f1e_4,0,0,[]
401614c72_3,0,0,[]
07ba16aba_2,0,0,[]
93f37037d_2,0,0,[]
02291e913_1,0,0,[]
4803fc0ae_1,0,0,[]
9406cb49a_1,0,0,[]
1e4aaae3e_2,0,0,[]
af0aad614_1,0,0,[]
2e69715ac_2,0,0,[]
b658e6c9f_1,0,0,[]
8afa2aa27_5,0,0,[]
8c64a3681_1,0,0,[]
c6842bd61_1,0,0,[]
dcb3d23c8_2,0,0,[]
927be944d_4,0,0,[]
b4d920147_5,0,0,[]
5becb5ee2_1,0,0,[]
9753787e9_5,0,0,[]
9aa437d47_2,0,0,[]
5e570da14_2,0,0,[]
f36acf83d_5,0,0,[]
d422920e3_5,0,0,[]
33705a505_2,0,0,[]
0ecf31314_5,0,0,[]
78b5bc846_3,0,0,[]
326d25e8c_5,0,0,[]
180478e66_3,0,0,[]
90f4dd6e5_5,0,0,[]
8ee659e65_5,0,0,[]
64a5f8c80_2,0,0,[]
87106dfdb_3,0,0,[]
7ba14848e_4,0,0,[]
8fc4cc556_5,0,0,[]
2a6669d9a_2,0,0,[]
b7ec604f7_2,0,0,[]
232256b21_5,0,0,[]
1b52ec552_5,0,0,[]
c38f307dd_1,0,0,[]
0696cfa05_2,0,0,[]
e7e2036ef_2,0,0,[]
2560e7b91_1,0,0,[]
3c4f32f77_4,0,0,[]
2b33c67ea_2,0,0,[]
c048dbdc5_1,0,0,[]
f8bf12de0_4,0,0,[]
0f9a12222_4,0,0,[]
9f43931af_2,0,0,[]
e667de6f9_4,0,0,[]
47454aedd_5,0,0,[]
f9a30423e_1,0,0,[]
83c431c22_4,0,0,[]
bdce84e23_2,0,0,[]
f4fa0c7ac_3,0,0,[]
b5cba8cac_5,0,0,[]
2776642e1_1,0,0,[]
0ff13bf69_5,0,0,[]
eedbd0c92_4,0,0,[]
6fdd5f4ac_5,0,0,[]
d2670190d_1,0,0,[]
cdef07364_1,0,0,[]
60bdfb21b_5,0,0,[]
efe5694bf_3,0,0,[]
816a3d605_1,0,0,[]
875612422_2,0,0,[]
6791c36e9_5,0,0,[]
6023f98ef_5,0,0,[]
d81f90b35_2,0,0,[]
2dd290c91_3,0,0,[]
e4645dffc_3,0,0,[]
0007a71bf_3,0,0,[]
2776642e1_2,0,0,[]
adfc5f0e0_1,0,0,[]
10972add9_1,0,0,[]
d43c06a93_2,0,0,[]
ba4008245_3,0,0,[]
7ac177df0_2,0,0,[]
fed23a483_1,0,0,[]
bea834c94_2,0,0,[]
84a9ab164_1,0,0,[]
4e7ba4854_4,0,0,[]
405507351_1,0,0,[]
21eb1e1aa_4,0,0,[]
7f777ba81_3,0,0,[]
4d7acd005_5,0,0,[]
44c129ab7_4,0,0,[]
0cb3064bd_1,0,0,[]
db2d6da08_3,0,0,[]
68a6a07f3_2,0,0,[]
6081f6677_4,0,0,[]
9ab372c8c_4,0,0,[]
db3d85bc9_4,0,0,[]
0e0377ffa_2,0,0,[]
5f0371b4d_4,0,0,[]
16cf961d6_4,0,0,[]
35d142883_5,0,0,[]
c571c7c32_1,0,0,[]
19c645c25_2,0,0,[]
a4d9a97f6_4,0,0,[]
2ba3dadde_3,0,0,[]
3ae2f43e5_3,0,0,[]
1017c52e8_4,0,0,[]
80d241bc5_5,0,0,[]
207f33325_1,0,0,[]
87ae117e9_4,0,0,[]
ef60f8163_1,0,0,[]
523fee62c_4,0,0,[]
40b68e3bb_4,0,0,[]
b6a5c7a5b_2,0,0,[]
300c525ff_2,0,0,[]
398a5b6a9_2,0,0,[]
ad64c0940_5,0,0,[]
e8c73d030_5,0,0,[]
f9668c7cd_2,0,0,[]
a71e7121c_5,0,0,[]
786faedc1_2,0,0,[]
a9c5e9f1e_5,0,0,[]
c795455ba_4,0,0,[]
28edbd61f_4,0,0,[]
30f6cb778_4,0,0,[]
ef5c1b08e_1,0,0,[]
36ea9270d_4,0,0,[]
15b56bf43_4,0,0,[]
9eed09712_2,0,0,[]
0518e79e9_4,0,0,[]
384f7f848_5,0,0,[]
e9fa75516_1,0,0,[]
6c1118c1b_5,0,0,[]
a52f36666_3,0,0,[]
0139dd004_1,0,0,[]
3c30d891e_3,0,0,[]
a0d19387f_3,0,0,[]
75e84fb14_1,0,0,[]
aa14f39fd_1,0,0,[]
1d7f89efa_3,0,0,[]
eca0aa4ff_1,0,0,[]
97a67b410_4,0,0,[]
eaebc549c_1,0,0,[]
71b815a2d_5,0,0,[]
0fd171923_2,0,0,[]
a91b97969_2,0,0,[]
b5804f43f_3,0,0,[]
57f9b3eae_5,0,0,[]
8cc65d1f7_5,0,0,[]
c34bf9bec_5,0,0,[]
4e5b28887_4,0,0,[]
18ba753ff_1,0,0,[]
7b545550c_1,0,0,[]
6ff8d1e9c_3,0,0,[]
395381ac8_1,0,0,[]
ff6cc90ca_2,0,0,[]
a506b44b3_5,0,0,[]
b3cea5fb4_5,0,0,[]
2d8e8e789_5,0,0,[]
0095cd374_5,0,0,[]
363eb9fdc_5,0,0,[]
57c594518_4,0,0,[]
711d59ca6_2,0,0,[]
f03379160_1,0,0,[]
19115aedb_2,0,0,[]
20a894ca5_5,0,0,[]
200992bc9_3,0,0,[]
b31d1c693_2,0,0,[]
ded5c87e8_2,0,0,[]
930391b64_5,0,0,[]
e4fe95209_5,0,0,[]
1717ef156_5,0,0,[]
6d291e247_5,0,0,[]
7ed64642e_5,0,0,[]
7806aa75f_1,0,0,[]
a42dee222_5,0,0,[]
fd7b70c7b_1,0,0,[]
935654dc9_4,0,0,[]
acc4098ce_1,0,0,[]
f62546cde_2,0,0,[]
46dfd5be4_2,0,0,[]
f3c9fefb0_5,0,0,[]
aaf12ddee_3,0,0,[]
955b5bbf3_5,0,0,[]
f7c4aaaad_4,0,0,[]
a697f938a_2,0,0,[]
251ed373d_3,0,0,[]
8f3044c4f_5,0,0,[]
eef10580b_3,0,0,[]
836ccf3b0_5,0,0,[]
a05708135_5,0,0,[]
4ad6e9c90_1,0,0,[]
0e106d482_2,0,0,[]
6d5d698e0_3,0,0,[]
d2670190d_5,0,0,[]
faab4b759_3,0,0,[]
8bab4626b_5,0,0,[]
f40bb2e24_3,0,0,[]
b4124fe84_2,0,0,[]
460d229ec_1,0,0,[]
55136d7f3_3,0,0,[]
e32bb7b41_1,0,0,[]
b07380a2e_3,0,0,[]
80f7d7679_1,0,0,[]
95eaae02e_3,0,0,[]
78be7465f_3,0,0,[]
49aba8b85_1,0,0,[]
7fc7bab6b_1,0,0,[]
f7f2d555c_2,0,0,[]
10d9f85be_4,0,0,[]
ded3e76e3_5,0,0,[]
fa8f73d4b_3,0,0,[]
00ec97699_5,0,0,[]
494ead378_4,0,0,[]
e13c443d5_2,0,0,[]
fdc83849e_5,0,0,[]
19d5d25a6_2,0,0,[]
53994e13b_1,0,0,[]
a053e52ca_2,0,0,[]
70279ce5b_4,0,0,[]
e29f1a47a_1,0,0,[]
961c828de_3,0,0,[]
ace8c1151_1,0,0,[]
8bb5ada5c_2,0,0,[]
52be91fda_5,0,0,[]
27faa1de7_2,0,0,[]
cecab5a39_3,0,0,[]
fab50d91a_1,0,0,[]
c795455ba_5,0,0,[]
8cd9ca854_5,0,0,[]
8e431ebe0_4,0,0,[]
fbdc2daae_2,0,0,[]
da505edce_2,0,0,[]
0bc0d715e_5,0,0,[]
edbb46a8e_4,0,0,[]
2eb50a13e_5,0,0,[]
dc67d78bf_4,0,0,[]
06b384e78_5,0,0,[]
1fd098a38_4,0,0,[]
1919bde53_3,0,0,[]
bf3db21e9_1,0,0,[]
02d8c6b30_5,0,0,[]
0999e53af_1,0,0,[]
049bad998_5,0,0,[]
a6fcd0f71_5,0,0,[]
7549c90b1_2,0,0,[]
42d2a363d_4,0,0,[]
a231b46ec_1,0,0,[]
a430d56ba_4,0,0,[]
00d639396_1,0,0,[]
9db392648_5,0,0,[]
c25e12747_5,0,0,[]
0e5981679_2,0,0,[]
1dc0e1d12_2,0,0,[]
f11d59e33_4,0,0,[]
f32454873_5,0,0,[]
1f9863963_2,0,0,[]
82f6ab6aa_2,0,0,[]
708b5813f_1,0,0,[]
646a22b43_4,0,0,[]
a18bdb241_2,0,0,[]
6f5080dd7_1,0,0,[]
551b840d2_2,0,0,[]
9ddbb8f42_2,0,0,[]
edbd80289_2,0,0,[]
86217c4ba_2,0,0,[]
1e1d1606e_1,0,0,[]
17fa32126_4,0,0,[]
2e2f5467c_5,0,0,[]
8677c19e6_5,0,0,[]
1ee38e570_1,0,0,[]
0bb37f2aa_2,0,0,[]
3a53d95f3_3,0,0,[]
9fac588ab_5,0,0,[]
add5c87e5_5,0,0,[]
fa3a68a38_1,0,0,[]
6bc7c35cd_1,0,0,[]
f727d997a_4,0,0,[]
0d22c1559_5,0,0,[]
8445de2d9_5,0,0,[]
7a807824c_5,0,0,[]
099e4e39a_3,0,0,[]
c223d7b2e_1,0,0,[]
c94629328_5,0,0,[]
26c156283_5,0,0,[]
74ae351dd_4,0,0,[]
5ff5438f5_4,0,0,[]
e0fc2a4c2_3,0,0,[]
ec52fac2d_1,0,0,[]
d12cfc50a_5,0,0,[]
d806c4bd6_4,0,0,[]
50b285302_5,0,0,[]
d5345c3da_4,0,0,[]
49e3afca8_5,0,0,[]
69231176e_2,0,0,[]
922939d64_1,0,0,[]
1860df762_4,0,0,[]
f9b98ab64_5,0,0,[]
301601620_1,0,0,[]
cc73c4765_2,0,0,[]
77a4fe06f_5,0,0,[]
dccd32def_1,0,0,[]
62b0a31ba_1,0,0,[]
982c2e937_5,0,0,[]
6e9963232_5,0,0,[]
279af89c7_4,0,0,[]
7a0d758f8_5,0,0,[]
2a4e81982_5,0,0,[]
74cd21b41_4,0,0,[]
02d573611_1,0,0,[]
650ae9b05_4,0,0,[]
6d266664c_1,0,0,[]
b5cba8cac_3,0,0,[]
83c2e79d1_3,0,0,[]
9aa301f3e_4,0,0,[]
432f8ce39_1,0,0,[]
17f9f952a_1,0,0,[]
0a4ad45a5_5,0,0,[]
8ff35e571_3,0,0,[]
ccf39a604_5,0,0,[]
9efbf2ac6_3,0,0,[]
b6d964955_4,0,0,[]
b0bd510db_2,0,0,[]
0712fbd90_1,0,0,[]
97ca3e697_3,0,0,[]
ffffd67df_5,0,0,[]
f40be459c_1,0,0,[]
1ca7f19cf_4,0,0,[]
041a93b6d_1,0,0,[]
5d8d3463a_4,0,0,[]
9db16f031_4,0,0,[]
33226811d_1,0,0,[]
ca4309568_3,0,0,[]
a7c57d74f_3,0,0,[]
56011ad29_3,0,0,[]
16cf961d6_2,0,0,[]
812ddd1e4_4,0,0,[]
02c4655ff_1,0,0,[]
60906c3a1_3,0,0,[]
354bf035a_4,0,0,[]
8527d0b55_2,0,0,[]
92057aa8a_1,0,0,[]
39e365d3b_3,0,0,[]
aee20074e_1,0,0,[]
f9b337a42_3,0,0,[]
b40abdab2_3,0,0,[]
8898932bd_3,0,0,[]
2d1658337_1,0,0,[]
d47dfa0e4_5,0,0,[]
81b6f3cca_1,0,0,[]
534dacff6_1,0,0,[]
a1d5d669f_4,0,0,[]
d5d024e03_1,0,0,[]
2d86d4f15_3,0,0,[]
6bd87aed9_1,0,0,[]
74e593376_5,0,0,[]
7068ee9f0_2,0,0,[]
041187764_3,0,0,[]
2a407b8dd_3,0,0,[]
09e06e897_4,0,0,[]
b2d4a1767_5,0,0,[]
5462fa711_1,0,0,[]
206c20ee0_1,0,0,[]
35665c5b9_2,0,0,[]
968701cce_2,0,0,[]
c248ca201_5,0,0,[]
1bc37a6f4_3,0,0,[]
7e0a4584c_5,0,0,[]
a81d409c6_3,0,0,[]
488c35cf9_2,0,0,[]
a10c18895_5,0,0,[]
703421ef2_5,0,0,[]
409adafbe_5,0,0,[]
60d7248a8_3,0,0,[]
fdcaa4692_2,0,0,[]
b2cbd553f_1,0,0,[]
d1cea465b_4,0,0,[]
28f8c53de_4,0,0,[]
6915f678b_5,0,0,[]
d56eec590_5,0,0,[]
534fa3ac4_1,0,0,[]
933a9dc8b_4,0,0,[]
3088a6a0d_5,0,0,[]
ac912ddc4_3,0,0,[]
8beef62a7_4,0,0,[]
9dc65bc1e_4,0,0,[]
2b16d6f98_4,0,0,[]
32dca5f32_1,0,0,[]
d59b4476a_2,0,0,[]
b27127d1d_4,0,0,[]
c0065dcab_4,0,0,[]
180478e66_1,0,0,[]
f7cdbc185_4,0,0,[]
a31bad68b_2,0,0,[]
a68906588_2,0,0,[]
accc38459_1,0,0,[]
87a5ac2f8_5,0,0,[]
ff6e35e0a_3,0,0,[]
b7982b7d8_2,0,0,[]
89332ba01_5,0,0,[]
f1807fbdd_2,0,0,[]
15e21dfad_5,0,0,[]
873e04ca8_2,0,0,[]
ffffd67df_3,0,0,[]
d1fedf96b_2,0,0,[]
0b76bcd3a_2,0,0,[]
4bfbe85ff_4,0,0,[]
bdeee2086_1,0,0,[]
a2d475315_2,0,0,[]
88646d398_4,0,0,[]
3a8d0b7ba_1,0,0,[]
4a39fd531_2,0,0,[]
434dc37a2_2,0,0,[]
711e49f96_5,0,0,[]
0e9356159_1,0,0,[]
1dd76fb74_2,0,0,[]
fa9a5da40_4,0,0,[]
edbd80289_1,0,0,[]
539a9d455_4,0,0,[]
9ebb54e56_5,0,0,[]
2e8734c46_5,0,0,[]
64b61a1b3_1,0,0,[]
cd7d4933e_1,0,0,[]
9163ec76b_5,0,0,[]
14fb9778c_5,0,0,[]
7c159d683_5,0,0,[]
ab3fed191_5,0,0,[]
b9f5fe198_4,0,0,[]
39e4216eb_5,0,0,[]
1ae581a9b_2,0,0,[]
d59b4476a_4,0,0,[]
461f83c57_1,0,0,[]
8a09333c4_5,0,0,[]
4d6cff7f8_2,0,0,[]
e8814afd2_2,0,0,[]
79730ecdc_2,0,0,[]
5c8104408_5,0,0,[]
6985a34e0_3,0,0,[]
2fff134c7_4,0,0,[]
37da29373_4,0,0,[]
b2e59bdaa_3,0,0,[]
f3d2fbd91_4,0,0,[]
07b627cb9_2,0,0,[]
a1dba4777_2,0,0,[]
215dc201f_2,0,0,[]
068c6c4a9_2,0,0,[]
f0fdd6b7f_5,0,0,[]
2ec9eddd4_1,0,0,[]
fbf7ac43e_4,0,0,[]
4d6973926_4,0,0,[]
a71670d83_2,0,0,[]
4edff9648_4,0,0,[]
200e555b4_5,0,0,[]
124204a30_2,0,0,[]
0cf509103_1,0,0,[]
8d4e680c6_4,0,0,[]
75361926d_5,0,0,[]
7e49d3022_4,0,0,[]
bbde78fe1_5,0,0,[]
6e1a98592_2,0,0,[]
d377de6cc_2,0,0,[]
f6d99d582_2,0,0,[]
1717ef156_2,0,0,[]
9f179959b_2,0,0,[]
b34091037_2,0,0,[]
858213368_3,0,0,[]
e36a70d40_2,0,0,[]
697149900_2,0,0,[]
91b250f41_2,0,0,[]
2c64d5644_1,0,0,[]
f254f1765_1,0,0,[]
b35a08d7a_5,0,0,[]
8c1fe4329_4,0,0,[]
9f054c54f_5,0,0,[]
fb1a7bc67_2,0,0,[]
11bf761dc_5,0,0,[]
200992bc9_5,0,0,[]
7c90f66d5_2,0,0,[]
61457b567_3,0,0,[]
d96baa2ce_5,0,0,[]
da8ace073_2,0,0,[]
90daee822_5,0,0,[]
a5d571de0_1,0,0,[]
e9ccb6f17_1,0,0,[]
8a7f75f86_5,0,0,[]
9f054c54f_4,0,0,[]
3c1cce9af_5,0,0,[]
6143631ab_2,0,0,[]
2d8146e53_5,0,0,[]
a56df9123_3,0,0,[]
982c2e937_4,0,0,[]
312224509_3,0,0,[]
088a6bb94_1,0,0,[]
8f7426e6d_1,0,0,[]
af7ca17d0_3,0,0,[]
7a7aea2c1_2,0,0,[]
cd3b9899c_3,0,0,[]
